NAMC_ID,NAMC_CODE,tamil_term,namc_term_word,short_definition,definition,section
637,KBB1.8,அலறு கிரிகை,Alaṟu Kirikai,Catatonic withdrawal with purposeless yelling,"It is characterised by symptoms like closing his eyes and keeping his extremities unmoved crying as vaa (come) and poo(go), pinching himself tearing and damaging his clothes, repeating the words what once said, rarely takes the food but eats the turmeric",Siddha
638,KBB1.9,மருட் கிரிகை,Maruṭ Kirikai,Manica excitement with calling others and gulping water in excess,"It is characterised by symptoms like threatening by starring gaze, singing and uttering repeatedly the come, when he sees the persons, doing mockery and casting the attire, appears naked, drinking the water and beating the persons nearby, eating anything",Siddha
639,KBC,ஐயம்,Aiyam,Lunacy classified under Aiyam,-,Siddha
640,KBC1.1,சிலேத்துமக் கிரிகை,Cilēttumak Kirikai,Catatonic withdrawal with yawning and shutting tears,"It is characterised by pallor conjunctiva, yawning, frequent lacrimation, tapping the floor with hand, blabbering, lamenting, doing antics, sleeping, hiding, when he sees someone get panic, if someone move closer he will immediately urinate in clothes, b",Siddha
641,KBC1.2,மோகினிக் கிரிகை,Mōkiṉik Kirikai,Manica excitement with absuing others,"It is characterised by symptoms like scolding others, increased sexual secretions , smiling when seeing females, annoyed, aversion towards food, more likes to eat betel leaves, pallor body, speaks with sympathy as though to a familiar person, tears the c",Siddha
642,KBC1.3,மூடு கிரிகை,Mūṭu Kirikai,Catatonic withdrawal,"It is characterised by symptoms similar as delirum, chilled appearance with hyperhidrosis, lying unconscious without speech. It is explained by increased vatham, pitham and aiyam. Among the seven Uṭaṟtātukkaḷ all get affected.",Siddha
643,KBC1.4,நீர்குடி கிரிகை,Nīrkuṭi Kirikai,Manica excitement with gulping water in excess,"It is characterised by symptoms like drinking more water and vomiting, sunken eyes, less intake of food, sings, dances and whirls himself, draws lines on the floor, dislike towards food, wallow and rolling all the time. It is explained by derangement of",Siddha
644,KC,குடிவெறி நோய்,Kuṭi Veṟi Nōy,Alcoholism,-,Siddha
645,KCB,அழல்,Aẕal,Alcoholism classified under Azhal,-,Siddha
646,KCB1.1,குடி வெறி நோய்,Kuṭi Veṟi Nōy,Alcoholism,"It is characterised by different symptoms in four stages due to habitual intake of fermented fruit drinks or toddy or arrack . In first stage, the person is excited, enthusiastic, state of happiness, sharp mind, retrieves the lost memory, feels warmth, en",Siddha
647,KD,மதழிவு,Matāẕivu,Psycological impairment,-,Siddha
648,KDA,வளி,Vaḷi,Psycological impairment classified under Vali,-,Siddha
649,KDA1.1,வளி மதழிவு,Vaḷi Mataẕivu,Psycological impairment with depletion of seven physical body constituents caused by derangement of,"It is characterised by disturbed sleep, dysponea, tremor, headache, bad dreams, perplexity, shivering, talking with dead persons and demons. It is explained by derangement of vatham. Among the seven Uṭaṟtātukkaḷ, Cāram get affected.",Siddha
650,KDA1.2,வன்மைக்கேடு மதழிவு,Vaṉmaikēṭu Mataẕivu,Psycological impairment with depletion of seven physical body constituents caused by emotional weakn,"It is characterised by severe pain in the vertex, chest and all over the body, lassitude, cough, thrist, vomiting and fever. It is explained by derangement of vatham and pitham. Among the seven Uṭaṟtātukkaḷ, Cāram get affected.",Siddha
651,KDB,அழல்,Aẕal,Psycological impairment classified under Azhal,-,Siddha
652,KDB1.1,அழல் மதழிவு,Aẕal Mataaẕivu,Psycological impairment with depletion of seven physical body constituents caused by derangement of,"It is characterised by discolouration of the body (greenish yellow or colour of leaf juice), reddish discolouration of the chest and eyes, burning sensation, pyrexia, perspiration, lassitude, diarrhoea, thirst and perplexity. It is explained by derangemen",Siddha
653,KDC,ஐயம்,Aiyam,Psycological impairment classified under Aiyam,-,Siddha
654,KDC1.1,ஐய மடழிவு,Aiya Mataaẕivu,Psycological impairment with depletion of seven physical body constituents caused by derangement of,"It is characterised by vomiting, vibratory feeling of chest, hypersomnia, oedema with swollen eruptions. It is explained by derangement of vatham and aiyam. Among the seven Uṭaṟtātukkaḷ, Cāram and Cennīr get affected.",Siddha
655,KDC1.2,உடற்கெடு,Uṭaṟkēṭu,psycological impairment with depletion of seven physical body constituents caused by weakness of bod,"It is characterised by vomiting, dryness feeling of chest, hypersomnia and sluggishness, deteriorates the body rapidly. It is explained by derangement of vatham. Among the seven Uṭaṟtātukkaḷ, Cāram get affected.",Siddha
656,KDD,முக்குற்றம்,Mukkuṟṟam,Psycological impairment classified under Mukkutram,-,Siddha
657,KDD1.1,முக்குற்ற மதழிவு,Mukkuṟṟa Mataaẕivu,Psycological impairment with depletion of seven physical body constituents caused by derangement of,"It is characterised by disturbed sleep, dysponea, tremor, headache, bad dreams, perplexity, shivering, reddish discolouration of the chest and eyes, burning sensation, pyrexia, perspiration, lassitude, diarrhoea, thirst and perplexity, vomiting, vibratory",Siddha
658,KE,மயக்க நோய்,Mayakkanōy,Stupor,-,Siddha
659,KEA,வளி,Vaḷi,Stupor classified under Vali,-,Siddha
660,KEA1.1,வளி மயக்க நோய்,Vaḷi Mayakkanōy,Stupor caused by increased Vali,"It is characterised by loss of senses and memory, tremor, bruxism, blackish or sometimes reddish colouration of skin, fluttering and loss of lustre. It is explained by increased vatham. Among the seven Uṭaṟtātukkaḷ, Cāram, seneer, Ūṉ and Koẕuppu get affe",Siddha
661,KEB,அழல்,Aẕal,Stupor classified under Azhal,-,Siddha
662,KEB1.1,அழல் மயக்க நோய்,Aẕal Mayakkanōy,Stupor caused by increased Azhal,"It is characterised by yellowish discolouration of the eye, skin, sometimes pallor or reddish, slapping the floor with the hand, starring look, loss of memory, these symptoms appears first and then disappears early. It is explained by increased pitham. A",Siddha
663,KEB1.2,குருதி மயக்க நோய்,Kuruti Mayakkanōy,Stupor caused by seeing blood letting,"It is characterised by symptoms like nausea, giddiness, blackouts, loss of senses, fall down like a wooden log after seeing the oozing blood and its smell. After falling down, increased sweating, inability to use hand and legs, pallor eyes. It is expla",Siddha
664,KEC,ஐயம்,Aiyam,Stupor classified under Aiyam,-,Siddha
665,KEC1.1,ஐய மயக்க நோய்,Aiya Mayakkanōy,Stupor caused by increased Aiyam,"It is characterised by pallor eyes, face, nail and whole body, dribbling of saliva, wild and bad behaviour, these symptoms disappear very late. It is explained by increased aiyam. Among the seven Uṭaṟtātukkaḷ, Cāram get affected.",Siddha
666,KEC1.2,நஞ்சு மயக்கம்,Nañcu Mayakkam,Stupor caused by toxins,"It is characterised symptoms due to intake of toxic food or inhaling toxic air, causing tremors of hand and leg, blabbering speech, blackouts and stupor state. It is explained by increased pitham. Among the seven Uṭaṟtātukkaḷ Cāram get affected.",Siddha
667,KED,முக்குற்றம்,Mukkuṟṟam,Stupor classified under Mukkutram,-,Siddha
668,KED1.1,முக்குற்ற மயக்கநோய்,Mukkuṟṟa Mayakkanōy,Stupor caused by derangement of mukkutram,"It is characterised by senses and memory, tremor, bruxism, blackish or sometimes reddish colouration of skin, fluttering and loss of lustre,nausea, giddiness, blackouts, loss of senses, fall down like a wooden log after seeing the oozing blood and its s",Siddha
669,KF,செருக்கு நோய்,Cerukku Nōy,Arrogance,-,Siddha
670,KFA,வளி,Vaḷi,Arrogance classifed under vali,-,Siddha
671,KFA1.1,வளி செருக்கு நோய்,Vaḷi Cerukku Nōy,Arrogance with abundance of seven physical body constituents caused by derangement of Vali,"It is characterised by decreased physical strength, shrunken skin, dull face, hiccup, difficulty in breathing, decreased pulse, tremors in hand, leg and head, loss of sleep, pricking pain, hoarseness of voice, blabbering speech. It is explained by increa",Siddha
672,KFB,அழல்,Aẕal,Arrogance classified under Azhal,-,Siddha
673,KFB1.1,அழல் செருக்கு நோய்,Aẕal Cerukku Nōy,Arrogance with abundance of seven physical body constituents caused by derangement of azhal,"It is characterised by dryness of tongue, always feeling body warmth, sweating, giddiness, often fever, thirst, extensive diarrhoea, pallor. It is explained by increased Aẕal. Among the seven udarthadukkal Cāram and Cennīr gets affected.",Siddha
674,KFB1.2,குருதி செருக்கு நோய்,Kuruti Cerukku Nōy,Arrogance with abundance of seven physical body constituents caused by infectve blood disorders,"It is caused by alcoholic addiction, characterised by redness of eye, giddiness, stupor state. It is explained by increased by Aẕal. Among the seven udarthadukkal, Cāram and Cennīr gets affected.",Siddha
675,KFC,ஐயம்,Aiyam,Arrogance classified under Aaiyam,-,Siddha
676,KFC1.1,ஐய செருக்கு நோய்,Aiya Cerukku Nōy,Arrogancewith abundance of seven physical body constituents caused by derangement of Aaiyam,"It is characterised by weight gain, feeling heavy, feels chill, continuous vomit, loss of taste sensation, palpitation, laziness, excess sleep. It is explained by increased aiyam. Among the seven udarthadukkal, Cāram gets affected.",Siddha
677,KFD,முக்குற்றம்,Mukkuṟṟam,Arrogance classified under Mukkutram,-,Siddha
678,KFD1.1,முக்குற்ற செருக்கு நோய்,Mukkuṟṟa Cerukku Nōy,Arrogance with abundance of seven physical body constituents caused by derangement of Mukkutram,"It is charactised by decreased physical strength, shrunken skin, dull face, hiccup, difficulty in breathing, decreased pulse, tremors in hand, leg and head, loss of sleep, pricking pain, hoarseness of voice, blabbering speech, dryness of tongue, always",Siddha
679,KG,சூதிகாவாதம்,Cūtikavātam,Hysteria,-,Siddha
680,KGA,வளி,Vaḷi,Hysteria classified under Vali,-,Siddha
681,KGA1.1,சூதிகாவாதம்,Cūtikavātam,Hysteria,"It occurs due to derangement of senses, loss of memory, depression leading to derangement of gnanenthraiyam. Occurs in two stages, acute and chronic. It is characterised by excessive body movements, excessive speech, sweating, blushing of face, vomiting,",Siddha
682,KH,வெறி,Veṟi,Insanity,-,Siddha
683,KHA,வளி,Vaḷi,Insanity classified under Vali,-,Siddha
684,KHA1.1,வளி வெறி,Vaḷi Veṟi,Insanity caused by increased Vali,"It is characterised by anorexia, liking towards chill food, unusal laughing, dancing, singing, crying and altered gait. It is explained by increased vali. Among the seven udarthadukkal, Cāram gets affected.",Siddha
685,KHB,அழல்,Aẕal,Insanty classified under Azhal,-,Siddha
686,KHB1.1,அழல் வெறி,Aẕal Veṟi,Insanity caused by increased Azhal,"It is characterised by loss of temper, scolding and angered speech, liking towards cool place and cold food items. It is explained by increased Aẕal. Among the seven udarthadukkal Cāram gets affected.",Siddha
