,NAMC_ID,NAMC_CODE,NAMC_term,NAMC__term_diacritical,NAMC__term_DEVANAGARI,short_definition,long_definition,ontology_branches,section
841,866,ED-2.16,VIVARNATA,vivarṇatā,विवर्णता,discoloration ,,,Ayurveda
842,868,ED-2.17,SVARAKSHAYAH,svarakṣayaḥ,स्वरक्षयः,feeble voice ,,,Ayurveda
843,869,ED-2.18,SARIRADAURGANDHYAM,śarīradaurgandhyam,शरीरदौर्गन्ध्यम्,osmidrosis/bromhidrosis ,,,Ayurveda
844,871,ED-2.19,SIRORUK,śirōruk,शिरोरुक्,headache/cephalgia/cephalalgia ,,,Ayurveda
845,872,ED-2.20,SANTAPAH,santāpaḥ,सन्तापः,burning sensation ,,,Ayurveda
846,873,ED-2.21,RAKTAPAKAH,raktapākaḥ,रक्तपाकः,"swelling cold to touch, same in color as skin, of mild pain, hard on touch is known by rakthapāka ",unclear signs of suppuration cold-swelling colour same as that of skin mild pain stony hard on touch,,Ayurveda
847,874,ED-3,KAMALA,kāmalā,कामला,jaundice ,,,Ayurveda
848,875,ED-3.1,KOSHTHASRITA-KAMALA,kōṣṭhāśrita-kāmalā,कोष्ठाश्रित-कामला,kāmalā affecting kōṣṭha ,excessively yellow coloured eyes yellow coloured skin yellow coloured nail turmeric yellow dis colouration of the face reddish faeces reddish urine yellowish faeces yellowish urine body colour resembles toad in colour loss of functioning of sensory and motor organs burning sensations indigestion weakness exhaustion tastelessness whitishness (pallor) of face extreme weakness of sensory organs yellowish discoluration of urine yellow coloured face yellow coloured feces thirst appearance like that of frog,,Ayurveda
849,876,ED-3.2,KUMBAKAMALA,kumbhakāmalā,कुम्भकामला,kāmalā with dry and hardened bodily tissues ,excessive swelling breaking type of pain in small joints,,Ayurveda
850,877,ED-3.3,SAKHASRITA-KAMALA,śākhāśrita-kāmalā,शाखाश्रित-कामला,kāmalā afflicting śākhā ,"yellow coloured eyes yellowish discoluration of urine yellow coloured skin whitish stools (stetorrhoea) gurgling sound of the intestines/barborygmus constipation/fullness in the abdomen heaviness of heart region when pitta gets entered into tvaca and dhātu, gradually develop weakness, pain in sides of chest hiccup gradual breathlessness tastelessness fever",,Ayurveda
851,878,ED-3.4,LAGHARAKAH/ALASAH,lāgharakaḥ/alasaḥ,लाघरकः/अलसः,lakharaka ,fever generalised bodyache giddiness or dizziness exhaustion or tirednes of body drowsiness/lassitude emaciation,,Ayurveda
852,879,ED-3.5,HALIMAKAH (LODHARAH),halīmakaḥ (lōḍharaḥ),हलीमकः (लोढरः),halīmaka ,green dis colouration of the skin yellowish discolouration of the skin bluish tinge to skin blackish dis colouration of the skin giddiness or dizziness thirst not interested in sexual indulgence with women mild fever drowsiness/lassitude diminution of physical strength diminution of agni loss of vigour generalised bodyache burning sensations tastelessness,,Ayurveda
853,880,ED-3.6,ASADHYA-KAMALA,asādhya-kāmalā,असाध्य-कामला,irremediable kāmalā ,loss of agni barborygmus with distention tastelessness burning sensation black coloured feces black coloured urine semiconsciousness or stupefaction yellow colour stool yellowish urine urine with the colour of blood reddish appearance of face vomitus with blood stools with blood haematuria loss of consciousness excessively swelling blackouts drowsiness/lassitude thirst sudden death,,Ayurveda
854,881,ED-3.7,ASADHYA-KUMBAKAMALA,asādhya-kuṁbhakāmalā,असाध्य-कुंभकामला,irremediable kuMbhakāmalā ,vomiting tastelessness nausea fever exhaustion without exertion breathlessness/difficult breathing cough altered bowels/loose stools,,Ayurveda
855,882,ED-3.8,KAMALA-ARISHTAH,kāmalā-ariṣṭaḥ,कामला-अरिष्टः,fatal signs of kāmalā ,whole mouth yellowishness wasting irritation hotness,,Ayurveda
856,883,ED-4,KUSHTHAM,kuṣṭham,कुष्ठम्,integumentary disease ,,Note: Also Classifed under śōṇitajanyarōgaḥ[ED-2],Ayurveda
857,884,ED-4.1,KUSHTHA-PURVARUPAM,kuṣṭha-pūrvarūpam,कुष्ठ-पूर्वरूपम्,prodromes of kuṣṭha ,inablitity to percive touch sensation excessive sweating anhidrosis/lack of sweating discolouration raised reddish patches horripilation itching pricking pain exhaustion/fatigue exhaustion without exertion excessive pain in the wounds sudden onset chronic nature burning sensation loss of sensation of body parts excessive smoothness of skin excessive roughness of skin improper healing of wounds aggravation by minor causative factors blackish colour of blood,,Ayurveda
858,885,ED-4.2,MAHAKUSHTHAH,mahākuṣṭhaḥ,महाकुष्ठः,major skin diseases ,contraction of skin cracking of skin numbness of skin exhaustion or tirednes to body /inability to perform physical activities,,Ayurveda
859,886,ED-4.2.1,KAPALAH/ARUNA-KUSHTHAH/VATIKAKUSHTHAH,kapālaḥ/aruṇa-kuṣṭhaḥ/vātikakuṣṭhaḥ,कपालः/अरुण-कुष्ठः/वातिककुष्ठः,kuṣṭha due to vāta ,dry reddish colour of skin rough/dry unevenly spread rough margins thin raised outer margins loss of touch sensation covered with raised hairs excessive pricking pain less itching less burning sensation less pus discharge less watery discharge rapid spread rapid onset sudden onset of complications blackish discoloration slightly reddish discoloration discoloration similar to that of earthen vessels sudden sprading nature,,Ayurveda
860,887,ED-4.2.2,KAPALAKAKUSHTHAM,kāpālakakuṣṭham,कापालककुष्ठम्, kāpālaka -kuṣṭha ,resembling black earthen vessel,,Ayurveda
861,888,ED-4.2.3,UDUMBARA-KUSHTHAH/PAITTIKA-KUSHTHAH,udumbara-kuṣṭhaḥ/paittika-kuṣṭhaḥ,उदुम्बर-कुष्ठः/पैत्तिक-कुष्ठः,kuṣṭha due to pitta ,coppery coloured copper coloured nails covered with copper coloured hairs copious discharges excessive pus discharge excessive bloody discharge excessive watery discharge thick pus discharge thick bloody discharge thick watery discharge itching moistening /soddening wheal like skin eruptions burning sensation inflammation/suppuration rapid spread rapid onset sudden onset of complications associated with heat associated with worms resembling the ripe fruit of udumbaraḥ with whitish veins painful sudden onset of putrefaction redness/congestion tawny browninsh coloured hairs,,Ayurveda
862,889,ED-4.2.4,MANDALAKUSHTHAH/KAPAJAKUSHTHAH,maṇḍalakuṣṭhaḥ/kaphajakuṣṭhaḥ,मण्डलकुष्ठः/कफजकुष्ठः,kuṣṭha due to kapha ,smooth/unctuous /oily heaviness raised glossy margins hard margins yellowish margins whitish appearance reddish appearance covered with whitish hairs excessive/copious discharge profuse discharge slimy discharge excessive moistness/soddening excessive itching excess worms slow spread slow onset slow onset of complications,,Ayurveda
863,890,ED-4.2.5,RUSHYAJIHVAKAH,r̥ṣyajihvakaḥ,ऋष्यजिह्वकः,rishyajihva-kuṣṭha ,looks like a tongue of a antelope rough/dry slightly reddish coloured blackish inside out bluish tinge yellowish tinge coppery tinge rapid spread rapid onset less itching less moisture less worms excessive burning sensation severe splitting type of pain excessive pricking pain having pain as if pierced with bristles raised middle part of lesion thin margins covered with rough eruptions large circular patch rough,,Ayurveda
864,891,ED-4.2.6,PUNDARIKAH,puṇḍarīkaḥ,पुण्डरीकः,puNDarIka-kuṣṭha ,like the petals of a puṇḍarīka (lotus) resembling palāśa flower whitish appearance reddish appearance reddish margins full of red streaks associated with reddish veins raised excessive pus discharge excess bloody discharge excessive watery discharge thick pus discharge thick bloody discharge thick watery discharge itching worms burning sensation inflammation/suppuration rapid spread rapid onset sudden onset of complications,,Ayurveda
865,892,ED-4.2.7,SIDHMAH,sidhmaḥ,सिध्मः,sidhma-kuṣṭha ,"resembling flowers of a gourd rough/dry reddish in colour broken, shattered thin outside unctuous inside whitish and reddish tinge numerous mild pain less itching less burning sensation less pus discharge less watery discharge light onset less complications less worms dust on itching resembles daugdhika flower usually affects upper part of the body",,Ayurveda
866,893,ED-4.2.8,KAKANAKAH,kākaṇakaḥ,काकणकः,kAkaNaka-kuṣṭha ,colour of a kākaṇāntikā with symptoms of all the kuṣṭha dark red in colour dark black in colour severe burning sensation severe pain,,Ayurveda
867,894,ED-4.3,KSHUDRAKUSHTHAM,kṣudrakuṣṭham,क्षुद्रकुष्ठम्,minor skin diseases ,,,Ayurveda
868,895,ED-4.3.1,EKAKUSHTHAH,ēkakuṣṭhaḥ,एककुष्ठः,eka kuṣṭha ,anhidrosis/lack of sweating broad based looks like the scales of a fish,,Ayurveda
869,896,ED-4.3.2,CARMAKUSHTHAH,carmakuṣṭhaḥ,चर्मकुष्ठः,carma -kuṣṭha ,large in size resembling the skin of elephant rough on touch,,Ayurveda
870,897,ED-4.3.3,KITIBAH,kiṭibhaḥ,किटिभः,kiTibha-kuṣṭha ,bluish black colour rough on touch rough/dry dry itching sensation blackish discoloration,,Ayurveda
871,898,ED-4.3.4,VIPADIKA,vipādikā,विपादिका,cracks in palms and soles ,cracks in the hands cracks in the feet severe pain less itching redness/congestion associated with eruptions,,Ayurveda
872,899,ED-4.3.5,ALASAKAKUSHTHAH/ALASAKUSHTHAH,alasakakuṣṭhaḥ/alasakuṣṭhaḥ,अलसककुष्ठः/अलसकुष्ठः,Alasaka-kuṣṭha ,,,Ayurveda
873,900,ED-4.3.6,DADRU-KUSHTHAH,dadru-kuṣṭhaḥ,दद्रु-कुष्ठः,dadru-kuṣṭha ,associated with itching sensation reddish nodules papule/eruptions elevated ring shaped plaque spreading out resembling dūrvā resembling the flower of atasī chronic (associated over a long period),,Ayurveda
874,901,ED-4.3.7,CARMADALA-KUSHTHAH,carmadala-kuṣṭhaḥ,चर्मदल-कुष्ठः,carmadala-kuṣṭha ,redness itching blister pain putrifaction tenderness/inability to tolerate touch burning sensation with sweating and restlessness burning sensation,Note: Also Classifed under śōṇitajanyarōgaḥ[ED-2],Ayurveda
875,902,ED-4.3.8,PAMA (KACCU),pāmā (kacchū),पामा (कच्छू),pAmA-kuṣṭha ,"whitish discoloration reddish discoloration bluish black colour itching papule/eruptions moistening /soddening pain minute especially in the buttocks, hands and elbow",Note: Also Classifed under kṣudrarōgaḥ[O],Ayurveda
876,904,ED-4.3.9,SATARU-KUSHTHAH,śatāru-kuṣṭhaḥ,शतारु-कुष्ठः,shatAru-kuṣṭha ,reddish ulcerative lesion bluish black colour lesion associated with burning sensation pain multiple ulcerative lesion broad based excessively moist/wet/discharge full of worms usually appears on joints,,Ayurveda
877,905,ED-4.3.10,VICARCIKA,vicarcikā,विचर्चिका,vicarcikA-kuṣṭha /wet Eczema ,itching papule/eruptions blackish discoloration excessive/copious discharge excessive watery discharge,Note: Also Classifed under kṣudrarōgaḥ[O],Ayurveda
878,906,ED-4.3.11,STHULARUSHKA,sthūlāruṣka,स्थूलारुष्क,sthUlarushka-kuṣṭha ,broad based at the joints severe form hard eruptions,,Ayurveda
879,908,ED-4.4,DHATUGATAKUSHTHAH,dhātugatakuṣṭhaḥ,धातुगतकुष्ठः,kuṣṭha afflicting dhātu ,,,Ayurveda
880,909,ED-4.4.1,TVAGGATAKUSHTHAH,tvaggatakuṣṭhaḥ,त्वग्गतकुष्ठः,kuṣṭha afflicting tvak ,loss of tactile sensation sweating minimal itching discolouration dryness pricking pain,,Ayurveda
881,910,ED-4.4.2,RAKTAGATAKUSHTHAH,raktagatakuṣṭhaḥ,रक्तगतकुष्ठः,kuṣṭha afflicting rakta ,numbness at the site horripilation excessive sweating itching putrid suppuration oedema,,Ayurveda
882,911,ED-4.4.3,MAMSAGATAKUSHTHAH,māṁsagatakuṣṭhaḥ,मांसगतकुष्ठः,kuṣṭha afflicting māṁsa ,"large circular patches dryness of mouth roughness appearance of eruptions pricking pain blisters fixity blisters on palms blisters on sole discharge, secretion at joint places",,Ayurveda
883,912,ED-4.4.4,MEDOGATAKUSHTHAH,mēdōgatakuṣṭhaḥ,मेदोगतकुष्ठः,kuṣṭha afflicting mēdas ,bad odour rheum pus formation production of maggots breaking pain in body falling off of the fingers and toes restricted movements of the limbs putrifaction tearing sensation spreading of the lesions,,Ayurveda
884,913,ED-4.4.5,ASTHIGATAKUSHTHAH,asthigatakuṣṭhaḥ,अस्थिगतकुष्ठः,kuṣṭha afflicting asthi ,depression of nasal bridge redness in the eyes production of maggots in the lesion loss of speech diminution of voice/loss of voice,,Ayurveda
885,914,ED-4.4.6,MAJJAGATAKUSHTHAH,majjāgatakuṣṭhaḥ,मज्जागतकुष्ठः,kuṣṭha afflicting majjā ,depression of nasal bridge redness in the eyes production of maggots in the lesion loss of speech diminution of voice/loss of voice,,Ayurveda
886,915,ED-4.4.7,SUKRAGATAKUSHTHAH,śukragatakuṣṭhaḥ,शुक्रगतकुष्ठः,kuṣṭha afflicting śukra ,falling off of the fingers and toes restricted movements of the limbs tearing sensation of the limbs spreading of the lesions clinical features mentioned as above/earlier affliction to spouse affliction to progeny,,Ayurveda
887,916,ED-4.5,ASADHYAKUSHTHAH,asādhyakuṣṭhaḥ,असाध्यकुष्ठः,incurable kuṣṭha ,clinical features of all types of dōṣa lack of strength thirst burning sensation loss of digestive power affected with worms predominance of all three dōṣa associated with fatal signs involving asthi dhātu involving majjā dhātu involving śukra dhātu,,Ayurveda
888,917,ED-4.6,KUSHTHA-UPADRAVAH,kuṣṭha-upadravaḥ,कुष्ठ-उपद्रवः,complications of kuṣṭha ,"discharge cracking of skin/body parts suppuration, falling of body parts thirst fever diarrhoea burning sensation weakness tastelessness indigestion",,Ayurveda
889,918,ED-4.7,KUSHTHA-ARISHTAH,kuṣṭha-ariṣṭaḥ,कुष्ठ-अरिष्टः,fatal signs of kuṣṭha ,,,Ayurveda
890,919,ED-5,SVITRAH,śvitraḥ,श्वित्रः,vitiligo/leucoderma ,not having discharge affecting only the skin,,Ayurveda
891,920,ED-5.1,VATIKA-SVITRAH,vātika-śvitraḥ,वातिक-श्वित्रः,śvitra due to vāta ,circular patches slightly reddish coloured rough/dry ruining dry,,Ayurveda
892,921,ED-5.2,PAITTIKA-SVITRAH/KILASAH,paittika-śvitraḥ/kilāsaḥ,पैत्तिक-श्वित्रः/किलासः,śvitra due to pitta ,like the petals of a lotus burning sensation copper coloured burning sensation loss of hairs,,Ayurveda
893,922,ED-5.3,KAPAJASVITRAH/KILASAH,kaphajaśvitraḥ/kilāsaḥ,कफजश्वित्रः/किलासः,śvitra due to kapha ,whitish discoloration smooth/unctuous /oily large in size itching thick and dense lesion heaviness,,Ayurveda
894,923,ED-5.4,RAKTAJASVITRAH-DARUNAH,raktajaśvitraḥ-daruṇaḥ,रक्तजश्वित्रः-दरुणः,śvitra due to rakta ,red colour,,Ayurveda
895,924,ED-5.5,MAMSAJASVITRAH-CARUNAH,māṁsajaśvitraḥ-cāruṇaḥ,मांसजश्वित्रः-चारुणः,śvitra due to māṁsa ,coppery colour lesions,,Ayurveda
